Country,People using safely managed drinking water services % of population 2017,People using safely managed sanitation services % of population 2017,Access to electricity % of population 2017,Renewable energy consumption % of total final energy consumption 2015_x,Expenditures for R&D % of GDP 2015,Urban population living in slums % of urban population 2014,Ambient PM2.5 air pollution mean annual exposure micrograms per cubic meter 2016,Adjusted net savings % of GNI 2017,Carbon dioxide emissions per capita metric tons 2014_x,Nationally protected terrestrial and marine areas % of total territorial area 2018,"Intentional homicides Combined source estimates per 100,000 people 2015",Internet use Individuals using the Internet % of population 2017,Rural population % of total 2000,Rural population % of total 2018,Rural population growth (annual %)  2018,Land area sq. km thousands 2016,Land use Forest area % of land area 2000,Land use Forest area % of land area 2016,Land use Permanent cropland % of land area 2000,Land use Permanent cropland % of land area 2016,Land use Arable land % of land area 2000,Land use Arable land % of land area 2016,Arable land hectares per person 2000,Arable land hectares per person 2016,Access to electricity % of population 2000,Access to electricity % of population 2016,Access to electricity % of urban population 2016,Access to electricity % of rural population 2016,Access to clean fuels and technologies for cooking % of population 2000,Access to clean fuels and technologies for cooking % of population 2016,Renewable energy consumption % of total final energy consumption 2000,Renewable energy consumption % of total final energy consumption 2015_y,Renewable electricity output % of total electricity output 2000,Renewable electricity output % of total electricity output 2015,Agricultural land % of land area 2000-02,Agricultural land % of land area 2014-16,Agricultural land % irrigated 2014-16,Average annual precipitation millimeters 2014,Land under cereal production hectares thousands 2000-02,Land under cereal production hectares thousands 2014-16,Fertilizer consumption % of fertilizer production 2014-16,Fertilizer consumption kilograms per hectare of arable land 2014-16,Agricultural employment % of total employment 2000-02,Agricultural employment % of total employment 2014-16,Agricultural machinery tractors per 100 sq. km of arable land 2000,Agricultural machinery tractors per 100 sq. km of arable land 2009,Exposure to impact Land area where elevation is below 5 meters % of land area 2010,Exposure to impact Population living in areas where elevation is below 5 meters % of total population 2010,"Exposure to impact Population affected by droughts, floods, and extreme temperatures average annual; % of total population 2009",Exposure to impact Urban land area where elevation is below 5 meters % of urban land area 2010,Exposure to impact Rural population living in areas where elevation is below 5 meters % of rural population 2010,Exposure to impact Rural land area where elevation is below 5 meters % of rural land area 2010,Exposure to impact Urban population living in areas where elevation is below 5 meters % of urban population 2010,"Resilience Disaster risk reduction progress score 1, worst to 5,best 2011",Net energy imports % of energy use 1990,Net energy imports % of energy use 2015,GDP per unit of energy use 2011 PPP $ per kilogram of oil equivalent 1990,GDP per unit of energy use 2011 PPP $ per kilogram of oil equivalent 2015,Carbon dioxide emissions Total thousand metric tons 1990,Carbon dioxide emissions Total thousand metric tons 2014,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 1990,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 2014,Carbon dioxide emissions per capita metric tons 1990,Carbon dioxide emissions per capita metric tons 2014_y,Carbon dioxide emissions kilograms per 2011 PPP $ of GDP 1990,Carbon dioxide emissions kilograms per 2011 PPP $ of GDP 2014,Annual freshwater withdrawals Flows billion cu. m 2014,Annual freshwater withdrawals billion cu. m 2014,Annual freshwater withdrawals % of internal resources 2014,Annual freshwater withdrawals % for agriculture 2015,Annual freshwater withdrawals % for industry 2014,Water productivity % of domestic 2015,People using at least basic drinking water services GDP/water use 2010 $ per cu. m 2015,People using at least basic drinking water services Urban % of urban population 2018,People using at least basic drinking water services Rural % of Rural population 2018,Total greenhouse gas emissions thousand metric tons of carbon dioxide equivalent 2012,Total greenhouse gas emissions % change 1990-2012,Methane emissions thousand metric tons of carbon dioxide equivalent 2012,Methane emissions % change 1990-2012,Methane emissions From energy processes % of total 2008,Methane emissions Agricultural % of total 2008,Nitrous oxide emissions thousand metric tons of carbon dioxide equivalent 2012,Nitrous oxide emissions % change 1990-2012,Nitrous oxide emissions From energy processes % of total 2008,Nitrous oxide emissions Agricultural % of total 2008,Other greenhouse gas emissions thousand metric tons of carbon dioxide equivalent 2012,Other greenhouse gas emissions % change 1990-2012,Health expenditure Current % of GDP 2016,Health expenditure Public % of current 2016,Health expenditure Out of pocket % of current 2016,Health expenditure per capita $ 2016,Health expenditure per capita current PPP $ 2016,External health expenditure (% of current health expenditure)  2016,"Health workers Physicians per 1,000 people 2009-18","Health workers Nurses and midwives per 1,000 people 2009-18","Specialist surgical workforce per 100,000 population 2008-18",Completeness of birth registration % 2009-18,Completeness of death registration % 2008-16,"Incidence of tuberculosis per 100,000 people 2018",output
Bolivia,79.07499999999999,22.9,91.8,17.5,0.8568,43.5,21.4,0.8,1.9,30.9,6.3,43.8,38.0,31.0,0.3,171.07621621621624,55.5,50.3,0.2,0.2,2.9,4.1,0.37,0.4,70.0,91.8,99.5,74.9,65.3,64.0,27.4,17.5,51.5,31.4,34.0,35.0,0.7,480.17894736842106,768.3,260.49223300970874,145.89054054054054,7.6,42.4,29.2,19.1,19.1,4.993181818181818,7.268750000000001,1.3,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,2.3,-89.0,-178.0,9.7,8.0,339.6545454545454,405.780487804878,2.2,2.4,0.8,1.9,0.2,0.3,303.5,2.1,0.7,92.0,2.0,7.0,9.0,99.4,78.1,381.29999999999995,222.7,152.66666666666666,3.5,44.6,48.3,221.65217391304347,-33.4,1.6,53.7,109.12765957446808,285.4,6.9,65.7,28.0,213.0,496.3,3.2,1.6,0.7,33.9,92.0,89.30934579439251,108.0,1
Bosnia and Herzegovina,88.8,21.6,100.0,40.8,0.2,45.734939759036145,27.6,6.700680272108843,6.4,1.4,1.6,64.9,58.0,52.0,-1.5,51.2,42.7,42.7,2.0,2.0,19.5,20.0,0.27,0.3,100.0,100.0,100.0,100.0,38.1,63.4,19.4,40.8,48.8,35.5,41.0,43.0,10.086792452830188,480.17894736842106,341.6,319.3,193.7,131.8,18.8,16.8,322.2,194.94313725490193,0.1,0.1,0.5,0.1,0.1,0.1,0.1,3.2987951807228924,34.0,23.0,9.469655172413793,4.8,339.6545454545454,405.780487804878,3.4,2.8,3.6,6.4,0.32500000000000007,0.6,35.5,0.3,0.9,48.22330097087379,15.0,28.303030303030305,54.0,94.8,97.3,381.29999999999995,-13.4,152.66666666666666,-31.6,47.8,42.1,221.65217391304347,-10.8,10.2,70.7,109.12765957446808,-7.3,9.2,70.8,28.7,443.8,386.33181818181816,0.2,2.0,6.3,32.3,84.20245398773007,89.0,25.0,0
Botswana,79.07499999999999,68.34255319148937,62.8,28.9,0.5,45.734939759036145,23.6,26.6,3.4,29.1,7.763095238095239,47.0,47.0,31.0,-0.2,566.7,22.1,18.9,0.0,0.0,0.6,0.5,0.21,0.12,27.2,60.6,77.9,24.0,45.1,64.1,36.6,28.9,0.0,0.0,46.0,46.0,0.0,416.0,96.5,100.3,145.89054054054054,89.6,20.8,23.4,76.8,120.8,4.993181818181818,7.268750000000001,0.7,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.0,29.0,44.0,9.0,12.4,339.6545454545454,405.780487804878,2.2,2.6,2.1,3.4,0.2,0.2,2.4,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,97.1,75.5,381.29999999999995,514.0,152.66666666666666,-26.8,11.8,79.9,221.65217391304347,-58.7,2.9,93.9,109.12765957446808,80.69254658385093,5.5,55.9,5.2,379.9,931.3,6.7,0.4,3.3,3.6,88.0,89.30934579439251,275.0,1
Brazil,79.07499999999999,49.3,100.0,43.8,1.3,22.3,12.7,6.1,2.6,28.6,28.4,67.5,19.0,13.0,-1.1,171.07621621621624,62.4,58.9,0.9,0.8,6.9,9.7,0.33,0.39,94.4,99.7,99.9,98.5,86.9,95.6,42.8,43.8,89.5,74.0,32.0,34.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,535.0,186.1,20.0,10.2,138.0,113.3,0.6,2.6,0.5,0.0,0.5,0.6,2.0,4.5,26.0,12.0,11.0,10.4,339.6545454545454,405.780487804878,1.5,1.7,1.4,2.6,0.1,0.2,96.0655172413793,74.8,1.3,60.0,17.0,23.0,30.0,99.5,89.7,381.29999999999995,86.1,152.66666666666666,49.2,9.8,75.0,221.65217391304347,36.8,3.7,81.5,109.12765957446808,99.3,11.8,33.2,43.6,262.8720588235294,386.33181818181816,0.1,2.1,9.7,55.5,96.0,93.0,45.0,0
Brunei Darussalam,79.07499999999999,68.34255319148937,100.0,0.0,0.8568,45.734939759036145,5.9,34.6,22.2,9.0,0.5,94.9,29.0,22.0,-0.4,5.3,75.3,72.1,0.8,1.1,0.4,0.9,0.01,0.01,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,10.086792452830188,480.17894736842106,0.5,1.0,145.89054054054054,141.8,1.1,1.0,207.31297709923663,194.94313725490193,0.4,1.6,1.1714285714285713,0.3,0.5,0.1,1.1,2.8,-806.0,-357.0,12.7,8.8,339.6545454545454,405.780487804878,3.6,2.6,23.9,22.2,0.3,0.3,8.5,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,94.19885057471264,80.00595238095238,381.29999999999995,-19.3,152.66666666666666,25.7,97.6,0.3,342.0,-40.1,4.9,27.9,109.12765957446808,-96.0,2.3,94.9,5.1,630.6,386.33181818181816,0.0,1.8,6.6,37.93714285714286,84.20245398773007,89.0,68.0,0
Bulgaria,96.9,64.4,100.0,17.7,1.0,45.734939759036145,19.3,14.8,5.9,28.3,1.8,63.4,31.0,25.0,-2.1,108.6,30.5,35.4,2.3,1.3,31.9,32.2,0.43,0.49,100.0,100.0,100.0,100.0,65.0,88.7,8.0,17.7,6.6,18.0,49.0,46.0,10.086792452830188,608.0,278.22336448598134,260.49223300970874,141.4,125.5,10.7,6.8,98.4,172.0,0.2,0.7,0.0,0.1,0.1,0.1,0.6,3.5,66.0,37.0,2.9,6.6,339.6545454545454,405.780487804878,2.6,2.4,8.5,5.9,0.9,0.4,21.0,5.6,27.2,15.0,69.0,16.0,10.0,99.5,98.0,381.29999999999995,-37.1,152.66666666666666,-24.8,12.4,15.8,221.65217391304347,-49.9,7.9,49.9,109.12765957446808,227.0,8.2,50.6,48.0,612.5,386.33181818181816,9.116766467065869,4.0,5.3,112.7,100.0,100.0,22.0,0
Burkina Faso,79.07499999999999,68.34255319148937,25.5,74.2,0.7,65.8,41.5,-9.0,0.2,14.9,0.6,16.0,82.0,71.0,2.0,273.6,22.8,19.3,0.3,0.4,13.5,21.9,0.32,0.32,9.2,23.7,62.6,8.4,2.8,8.9,85.4,74.2,25.2,9.4,39.0,44.0,10.086792452830188,748.0,278.22336448598134,260.49223300970874,145.89054054054054,21.8,75.9,29.7,5.7,194.94313725490193,4.993181818181818,7.268750000000001,1.3,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,583.0,405.780487804878,2.3329113924050633,2.135,0.1,0.2,0.1,0.1,12.5,0.8,6.5,48.22330097087379,3.0,28.303030303030305,55.86915887850467,79.9,35.0,381.29999999999995,261.4,152.66666666666666,106.6,19.9,70.4,221.65217391304347,75.3,5.5,89.5,109.12765957446808,80.69254658385093,6.8,40.1,31.4,40.9,115.6,23.5,0.1,0.6,0.6,76.9,89.30934579439251,48.0,0
Burundi,79.07499999999999,68.34255319148937,9.3,95.7,0.8568,57.9,38.7,-19.0,0.0,7.6,4.5,2.7,92.0,87.0,2.8,25.7,7.7,10.9,14.0,13.6,37.4,46.7,0.15,0.11,3.1,9.3,59.4,2.2,0.6,0.8,93.2,95.7,98.0,82.7,71.0,79.0,10.086792452830188,480.17894736842106,223.4,289.2,145.89054054054054,5.4,92.2,91.8,1.8,194.94313725490193,4.993181818181818,7.268750000000001,2.4,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.3,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,209.0,440.0,2.3329113924050633,2.135,0.0,0.0,0.0,0.1,10.1,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,89.8,56.6,381.29999999999995,123.5,152.66666666666666,58.4,50.7,22.6,789.0,17.3,25.0,60.2,109.12765957446808,636.0,6.2,29.1,30.5,18.5,50.3,38.6,0.1,0.7,0.4,83.5,89.30934579439251,111.0,1
Cabo Verde,79.07499999999999,68.34255319148937,92.9,26.6,0.8568,45.734939759036145,33.4,11.7,0.9,0.0,8.6,57.2,47.0,34.0,-0.2,4.0,20.4,22.5,0.5,1.0,10.9,12.4,0.1,0.09,58.6,90.6,93.6,85.1,56.8,71.1,29.0,26.6,5.4,20.2,18.0,20.0,10.086792452830188,228.0,34.1,31.7,145.89054054054054,141.3229299363057,16.9,13.8,10.9,11.7,3.6,5.6,0.0,0.3,2.0,3.3,3.7,3.5,-29.218045112781954,-16.47142857142857,19.5,9.64963503649635,95.0,491.0,3.3,2.135,0.3,0.9,0.2,0.2,0.3,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,93.1,75.8,381.29999999999995,80.8,151.0,82.0,3.0,39.4,81.0,85.0,2.7,82.4,109.12765957446808,-100.0,5.2,56.8,26.0,159.1,347.6,15.1,0.8,1.2,16.0,91.0,89.30934579439251,46.0,0
Cambodia,25.8,68.34255319148937,89.1,64.9,0.1,55.1,25.2,13.1,0.4,20.6,7.763095238095239,32.4,81.0,77.0,1.0,176.5,65.4,52.9,0.8,0.9,21.0,21.5,0.3,0.24,16.6,76.8,99.3,70.3,4.7,17.7,81.1,64.9,0.2,46.4,28.0,31.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,17.4,67.5,31.1,5.9,5.9,2.7,7.2,6.6,0.1,6.5,2.6,0.7,3.2987951807228924,-29.218045112781954,33.0,9.469655172413793,7.5,339.6545454545454,405.780487804878,2.3329113924050633,1.0,0.1,0.4,0.32500000000000007,0.1,120.6,2.2,1.8,94.0,2.0,4.0,4.0,97.3,72.9,381.29999999999995,552.6,152.66666666666666,137.6,3.7,63.2,221.65217391304347,329.1,1.7,51.9,109.12765957446808,80.69254658385093,6.1,21.8,58.6,77.7,228.6,18.9,0.2,1.0,4.2,73.3,89.30934579439251,302.0,1
Cameroon,79.07499999999999,68.34255319148937,61.4,76.5,0.8568,37.8,73.2,4.5,0.3,10.4,1.2,23.2,54.0,44.0,1.3,472.7,46.8,39.3,2.5,3.3,12.6,13.1,0.38,0.26,41.0,60.1,92.2,20.6,9.9,23.0,84.5,76.5,98.9,76.1,19.0,21.0,10.086792452830188,480.17894736842106,890.8,260.49223300970874,145.89054054054054,9.7,64.9,46.8,0.9,194.94313725490193,0.0,0.5,0.1,0.0,0.2,0.0,0.3,3.2987951807228924,-120.0,-28.0,7.1,9.3,339.6545454545454,405.780487804878,0.3,0.9,0.1,0.3,0.0,0.1,273.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,77.3,39.0,381.29999999999995,3.5,152.66666666666666,15.9,13.3,62.3,221.65217391304347,32.9,1.5,77.0,109.12765957446808,-3.6,4.7,13.3,69.5,64.5,169.3,9.3,0.1,0.9,1.2,66.0,89.30934579439251,186.0,1
Canada,98.9,82.3,100.0,22.0,1.7,45.734939759036145,6.5,6.5,15.2,6.5,1.7,91.0,21.0,19.0,1.1,171.07621621621624,38.2,38.2,0.7,0.5,5.0,4.8,1.49,1.21,100.0,100.0,100.0,100.0,100.0,100.0,21.5,22.0,60.6,63.0,7.0,7.0,1.4,537.0,278.22336448598134,260.49223300970874,25.4,87.6,2.1,1.9,159.1,162.5,1.7,2.2,0.0,0.0,0.4,1.7,1.9,4.3,-31.0,-73.0,3.8,5.7,339.6545454545454,405.780487804878,2.1,1.9,15.7,15.2,0.5,0.4,96.0655172413793,38.8,1.4,12.0,80.0,14.0,40.0,99.6,98.9,381.29999999999995,68.7,152.66666666666666,38.5,42.1,26.8,221.65217391304347,-27.5,17.9,65.4,109.12765957446808,809.1,10.5,73.4,14.6,262.8720588235294,386.33181818181816,9.116766467065869,2.6,9.9,43.9,100.0,100.0,6.0,0
Cayman Islands,79.07499999999999,68.34255319148937,100.0,0.0,0.8568,45.734939759036145,26.96649484536082,6.700680272108843,8.9,0.1,8.4,81.1,0.0,0.0,0.19162561576354678,0.2,52.9,52.9,2.1,2.1,0.8,0.8,0.0,0.0,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,0.0,0.0,0.0,0.0,11.0,11.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,31.26096256684492,25.916042780748665,207.31297709923663,194.94313725490193,11.7,12.1,1.1714285714285713,8.6,1.6,3.2,10.5,3.0,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,249.0,543.0,2.3329113924050633,2.135,9.9,8.9,0.32500000000000007,0.1,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,96.1,80.00595238095238,381.29999999999995,3.3,29.0,63.3,3.2,6.4,14.0,100.2,25.2,5.2,109.12765957446808,-100.0,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,156.8,84.20245398773007,89.30934579439251,5.0,0
Central African Republic,79.07499999999999,68.34255319148937,30.0,76.6,0.8568,93.3,57.0,6.700680272108843,0.1,18.1,19.8,4.3,62.0,59.0,0.9,623.0,36.0,35.6,0.2,0.1,3.1,2.9,0.53,0.4,6.0,27.1,48.3,12.6,0.6,1.0,85.1,76.6,78.5,99.4,8.0,8.0,10.086792452830188,480.17894736842106,184.4,162.8,145.89054054054054,0.3,70.5,73.3,207.31297709923663,194.94313725490193,4.993181818181818,7.268750000000001,0.2,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,198.0,301.0,2.3329113924050633,2.135,0.1,0.1,0.1,0.1,141.0,0.1,0.1,48.22330097087379,17.0,28.303030303030305,55.86915887850467,64.7,33.7,381.29999999999995,252.3,152.66666666666666,102.8,0.5,76.0,221.65217391304347,97.4,0.1,77.6,109.12765957446808,522.7,4.3,14.9,43.1,16.4,29.9,40.9,0.1,0.2,0.4,61.0,89.30934579439251,540.0,1
Chad,79.07499999999999,68.34255319148937,10.9,89.4,0.3,88.2,64.8,6.700680272108843,0.1,20.4,7.763095238095239,6.5,78.0,77.0,2.8,171.07621621621624,5.0,3.8,0.0,0.0,2.9,3.9,0.43,0.34,2.8,10.1,36.2,2.5,3.3,3.1,97.2,89.4,0.0,0.0,39.0,40.0,10.086792452830188,322.0,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,83.3,81.3,207.31297709923663,194.94313725490193,4.993181818181818,7.268750000000001,2.7,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,143.0,730.0,2.3329113924050633,2.135,0.0,0.1,0.0,0.0,15.0,0.9,5.9,48.22330097087379,12.0,28.303030303030305,55.86915887850467,69.8,29.5,381.29999999999995,498.7,152.66666666666666,83.0,11.5,82.9,221.65217391304347,84.5,1.1,90.0,109.12765957446808,80.69254658385093,4.5,18.9,61.2,31.7,95.0,14.6,0.0,0.4,0.3,12.0,89.30934579439251,142.0,1
Channel Islands,92.0,90.0,85.4330188679245,29.48047619047619,0.8568,45.734939759036145,26.96649484536082,6.700680272108843,4.882758620689655,12.923923444976076,7.763095238095239,55.16731707317073,70.0,69.0,1.1,0.2,4.0,4.0,4.659375,4.519587628865979,19.7,19.7,0.03,0.02,75.34093264248705,84.65141509433963,92.62264150943396,78.58443396226416,55.68989361702128,64.84840425531915,31.872815533980578,29.48047619047619,0.0,0.0,37.0,46.0,3.7,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,5.0,4.4,207.31297709923663,194.94313725490193,4.993181818181818,7.268750000000001,1.1714285714285713,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,339.6545454545454,405.780487804878,2.3329113924050633,2.135,4.579274611398964,4.905940594059406,0.32500000000000007,0.2513089005235602,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,94.19885057471264,80.00595238095238,381.29999999999995,71.66397849462365,152.66666666666666,37.1445,25.91094527363184,42.623880597014924,221.65217391304347,25.64776119402985,8.986138613861387,63.42623762376239,109.12765957446808,80.69254658385093,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,38.7,84.20245398773007,89.30934579439251,102.89371980676329,1
Chile,98.6,77.5,100.0,24.9,0.4,45.734939759036145,20.9,3.6,4.6,27.0,3.4,82.3,14.0,12.0,0.8,743.5,21.3,24.3,0.5,0.6,2.4,1.7,0.11,0.07,97.9,100.0,100.0,100.0,86.1,92.3,31.4,24.9,48.5,43.6,21.0,21.0,10.086792452830188,480.17894736842106,652.1,564.6,28.5,293.8,13.5,9.5,307.3,427.2,0.5,0.4,0.3,0.0,0.1,0.5,0.2,2.8,43.0,65.0,8.5,11.1,339.6545454545454,405.780487804878,2.4,2.3,2.5,4.6,0.3,0.2,885.0,35.4,4.0,83.0,13.0,4.0,5.0,99.8,100.0,381.29999999999995,120.5,152.66666666666666,53.3,23.7,43.3,221.65217391304347,69.1,5.9,66.4,109.12765957446808,92.6,8.5,58.5,34.8,262.8720588235294,386.33181818181816,0.0,1.1,0.9,59.3,99.0,100.0,18.0,0
China,79.07499999999999,72.1,100.0,12.4,2.1,25.2,52.2,20.1,7.5,14.6,0.7,54.3,64.0,41.0,-2.4,171.07621621621624,18.9,22.4,1.2,1.7,12.6,12.7,0.09,0.09,96.6,100.0,100.0,100.0,46.8,59.3,29.7,12.4,16.6,23.9,55.0,56.0,10.086792452830188,645.0,278.22336448598134,260.49223300970874,98.6,503.3,50.0,27.7,83.7,83.7,1.2,6.6,8.0,0.3,2.4,0.9,4.2,3.2987951807228924,-1.0,15.0,2.0,5.7,339.6545454545454,405.780487804878,2.8,3.4,2.2,7.5,1.4,0.6,96.0655172413793,594.2,21.3,64.0,22.0,13.0,15.0,97.7,86.2,381.29999999999995,220.0,152.66666666666666,72.3,48.0,37.6,221.65217391304347,72.5,10.5,74.7,109.12765957446808,306.1,5.0,58.0,35.9,398.3,761.5,0.0,1.8,2.3,40.1,84.20245398773007,4.0,61.0,0
Colombia,73.2,17.0,99.6,23.6,0.3,13.1,16.6,2.8,1.8,15.7,26.5,62.3,26.0,19.0,-0.2,171.07621621621624,55.7,52.7,1.6,1.7,2.5,1.5,0.07,0.04,95.2,98.4,99.8,92.8,79.6,91.8,28.0,23.6,75.5,68.2,38.0,40.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,525.5,659.5,20.5,16.0,82.7,194.94313725490193,0.6,1.2,0.7,0.1,0.4,0.5,0.8,3.8,-99.0,-274.0,10.6,17.8,339.6545454545454,405.780487804878,2.4,2.5,1.7,1.8,0.2,0.1,96.0655172413793,11.8,0.5,54.0,19.0,27.0,23.0,99.9,86.4,381.29999999999995,-0.6,152.66666666666666,35.3,19.2,66.9,221.65217391304347,26.2,2.8,84.9,109.12765957446808,-93.1,5.9,62.3,20.2,340.4,829.8,2.1,2.1,1.3,22.7,96.8,98.0,33.0,0
Comoros,79.07499999999999,68.34255319148937,79.9,45.3,0.8568,69.6,20.5,6.700680272108843,0.2,0.1,7.763095238095239,8.5,72.0,71.0,2.0,1.9,24.2,19.7,28.5,28.5,34.9,34.9,0.12,0.08,39.7,77.4,93.2,71.1,0.6,9.3,48.3,45.3,0.0,0.0,73.0,71.0,10.086792452830188,900.0,16.1,28.7,145.89054054054054,141.3229299363057,55.6,57.1,207.31297709923663,194.94313725490193,0.8,0.7,0.0,0.0,0.6,0.8,0.1,1.8,-29.218045112781954,-16.47142857142857,59.5,9.64963503649635,62.0,154.0,3.5,2.135,0.2,0.2,0.1,0.1,1.2,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,88.2,76.9,564.2,91.7,284.0,56.7,29.5,32.7,59.0,41.5,8.4,74.2,120.0,80.69254658385093,7.6,14.6,73.1,59.0,115.8,10.8,0.2,0.9,37.93714285714286,87.3,89.30934579439251,35.0,0
"Congo, Dem. Rep.",79.07499999999999,68.34255319148937,19.1,95.8,0.4,74.8,45.5,-4.4,0.1,13.8,7.763095238095239,8.6,65.0,56.0,2.2,171.07621621621624,69.4,67.2,0.4,0.4,3.0,3.1,0.14,0.09,6.7,18.0,47.5,0.0,3.6,4.0,97.9,95.8,99.9,99.8,11.0,12.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,2.5,73.3,68.9,207.31297709923663,194.94313725490193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2987951807228924,-2.0,2.0,4.1,2.0,339.6545454545454,405.780487804878,0.3,0.2,0.1,0.1,0.1,0.1,900.0,0.7,0.1,48.22330097087379,21.0,28.303030303030305,55.86915887850467,69.3,22.8,381.29999999999995,-41.7,152.66666666666666,-23.4,9.1,25.1,221.65217391304347,-22.0,2.1,31.8,109.12765957446808,-44.8,3.9,12.3,37.4,20.5,34.5,43.4,0.1,0.5,0.2,24.6,89.30934579439251,321.0,1
"Congo, Rep.",45.4,68.34255319148937,66.2,62.4,0.8568,46.9,45.7,-40.4,0.7,36.8,7.763095238095239,8.7,41.0,33.0,1.2,341.5,66.0,65.4,0.1,0.2,1.4,1.6,0.16,0.11,75.34093264248705,61.7,82.1,22.2,10.0,24.1,64.9,62.4,99.7,53.3,31.0,31.0,10.086792452830188,480.17894736842106,24.9,36.3,145.89054054054054,1.8,40.1,35.9,207.31297709923663,194.94313725490193,0.0,0.5,0.3,0.0,0.1,0.0,0.4,3.2987951807228924,-29.218045112781954,-497.0,15.9,10.3,339.6545454545454,405.780487804878,1.5,1.2,0.5,0.7,0.1,0.1,222.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,87.1,45.7,381.29999999999995,-43.8,152.66666666666666,-0.5,56.2,23.1,221.65217391304347,-32.0,2.7,52.7,109.12765957446808,-57.8,4.6,42.3,49.7,70.4,263.3,3.3,0.1,1.7,0.2,96.0,89.30934579439251,375.0,1
Costa Rica,93.8,68.34255319148937,99.6,38.7,0.4,5.5,15.7,15.9,1.6,3.0,11.6,71.4,41.0,21.0,-2.7,51.1,46.5,54.6,5.5,6.1,4.1,4.8,0.05,0.05,98.2,99.5,99.8,98.5,87.8,93.5,32.9,38.7,99.1,99.0,36.0,34.0,10.086792452830188,480.17894736842106,54.7,53.1,145.89054054054054,604.9,15.9,12.2,207.31297709923663,194.94313725490193,0.6,0.4,0.7,0.0,0.2,0.6,0.1,4.5,59.0,50.0,14.4,13.9,339.6545454545454,405.780487804878,1.8,1.6,0.9,1.6,0.1,0.1,113.0,2.3,2.1,57.0,11.0,32.0,18.0,99.7,99.5,381.29999999999995,42.8,152.66666666666666,-38.6,12.1,65.0,221.65217391304347,-15.8,5.9,80.4,849.0,838.3,7.6,74.8,22.1,888.9,386.33181818181816,0.3,1.1,0.8,25.5,100.0,91.0,10.0,0
